,Unnamed: 0,time,lon,lat,swh,wind_speed_alt
8138,8138,2019-08-21 23:11:27.045093120,288.763841,40.974486,1.1630001,7.66
8139,8139,2019-08-21 23:11:28.083138048,288.743449,40.91364,1.2440001,7.3999996
8270,8270,2019-09-30 10:12:05.561765248,288.650725,40.979215,0.96400005,6.8399997
8271,8271,2019-09-30 10:12:06.600340864,288.63029,41.040084,0.9520000000000001,7.2799997
8272,8272,2019-09-30 10:12:07.638917888,288.609826,41.100951,0.84900004,7.3399997
8447,8447,2019-12-16 10:10:08.812445184,289.053468,41.000365,2.117,9.15
8448,8448,2019-12-16 10:10:09.850411904,289.033038,41.061209000000005,2.0340002,9.59
8449,8449,2019-12-16 10:10:10.888457728,289.012577,41.122054,1.9510001000000001,9.48
8450,8450,2019-12-16 10:10:11.926507008,288.992086,41.182896,1.807,9.12
8451,8451,2019-12-16 10:10:12.964553856,288.971565,41.243735,1.702,9.23
8452,8452,2019-12-16 10:10:14.002604032,288.951014,41.304571,1.6680001,10.099999
