Date	WSPD	WVHT	u10
2016-09-29 13:50:00	13.4	2.64	13.44863839976326
2016-09-29 14:50:00	13.4	2.6	13.44863839976326
2016-09-29 15:50:00	13.2	2.65	13.247912453498133
2016-09-29 16:50:00	13.8	2.91	13.850090292293505
2016-09-29 17:50:00	13.6	3.14	13.649364346028381
2016-09-29 18:50:00	13.4	3.34	13.44863839976326
2016-09-29 19:50:00	13.5	2.99	13.54900137289582
2016-09-29 20:50:00	13.3	2.93	13.348275426630696
2016-09-29 21:50:00	13.7	2.82	13.749727319160941
2016-09-29 22:50:00	13.6	3.05	13.649364346028381
2016-09-29 23:50:00	13.9	3.08	13.950453265426066
2016-09-30 00:50:00	14.8	3.22	14.85372002361912
2016-09-30 01:50:00	14.5	3.08	14.552631104221435
2016-09-30 02:50:00	14.3	3.36	14.351905157956313
2016-09-30 03:50:00	13.7	3.5	13.749727319160941
2016-09-30 04:50:00	13.8	3.25	13.850090292293505
2016-09-30 05:50:00	14.7	3.32	14.753357050486557
2016-09-30 06:50:00	14.6	3.19	14.652994077353997
2016-09-30 07:50:00	15.2	3.18	15.255171916149365
2016-09-30 08:50:00	15.0	3.28	15.054445969884245
2016-09-30 09:50:00	15.2	3.31	15.255171916149365
2016-09-30 10:50:00	14.3	3.49	14.351905157956313
2016-09-30 11:50:00	14.9	3.21	14.954082996751682
2016-09-30 12:50:00	14.5	3.34	14.552631104221435
2016-09-30 13:50:00	15.5	3.31	15.55626083554705
2016-09-30 14:50:00	14.7	3.54	14.753357050486557
2016-09-30 15:50:00	15.1	3.33	15.154808943016805
2016-09-30 16:50:00	15.6	3.35	15.656623808679614
2016-09-30 17:50:00	15.0	3.54	15.054445969884245
2016-09-30 18:50:00	15.8	3.5	15.857349754944739
2016-09-30 19:50:00	16.2	3.4	16.258801647474982
2016-09-30 20:50:00	15.9	3.43	15.957712728077299
2016-09-30 21:50:00	15.5	3.72	15.55626083554705
2016-09-30 22:50:00	15.7	3.78	15.756986781812175
2016-09-30 23:50:00	15.6	3.52	15.656623808679614
2016-10-01 00:50:00	15.2	3.58	15.255171916149365
2016-10-01 01:50:00	15.2	3.31	15.255171916149365
2016-10-01 02:50:00	14.8	3.38	14.85372002361912
2016-10-01 03:50:00	13.8	3.1	13.850090292293505
2016-10-01 04:50:00	13.1	3.14	13.147549480365571
2016-10-01 05:50:00	12.2	3.24	12.244282722172517
2016-10-01 06:50:00	12.4	3.17	12.44500866843764
2016-10-01 07:50:00	12.9	2.89	12.94682353410045
2016-10-01 08:50:00	12.6	3.24	12.645734614702766
2016-10-01 09:50:00	12.9	2.66	12.94682353410045
2016-10-01 10:50:00	12.2	2.66	12.244282722172517
2016-10-01 12:50:00	12.3	2.34	12.344645695305081
2016-10-01 13:50:00	12.8	2.46	12.84646056096789
2016-10-01 14:50:00	12.2	2.34	12.244282722172517
2016-10-01 15:50:00	12.3	2.53	12.344645695305081
2016-10-01 16:50:00	12.4	2.29	12.44500866843764
2016-10-01 17:50:00	11.0	2.17	11.039927044581779
2016-10-01 18:50:00	9.9	1.9	9.935934340123602
2016-10-01 19:50:00	9.8	1.91	9.83557136699104
2016-10-01 20:50:00	9.3	1.83	9.333756501328232
2016-10-01 21:50:00	9.9	1.74	9.935934340123602
2016-10-01 22:50:00	10.1	1.75	10.136660286388723
2016-10-01 23:50:00	10.3	1.77	10.337386232653849
2016-10-02 00:50:00	9.7	1.8	9.735208393858477
2016-10-02 01:50:00	9.9	1.74	9.935934340123602
2016-10-02 02:50:00	9.1	1.64	9.133030555063108
2016-10-02 03:50:00	9.5	1.63	9.534482447593355
2016-10-02 04:50:00	7.5	1.47	7.527222984942123
2016-10-02 05:50:00	8.1	1.54	8.129400823737491
2016-10-02 06:50:00	8.0	1.37	8.02903785060493
2016-10-02 07:50:00	7.2	1.32	7.2261340655444375
2016-10-02 08:50:00	7.4	1.22	7.42686001180956
2016-10-02 09:50:00	7.4	1.24	7.42686001180956
2016-10-02 10:50:00	8.0	1.22	8.02903785060493
2016-10-02 11:50:00	7.4	1.25	7.42686001180956
2016-10-02 12:50:00	7.5	1.26	7.527222984942123
2016-10-02 13:50:00	7.1	1.33	7.125771092411875
2016-10-02 14:50:00	6.7	1.23	6.72431919988163
2016-10-02 15:50:00	5.6	1.23	5.620326495423451
2016-10-02 16:50:00	5.5	1.22	5.519963522290889
2016-10-02 17:50:00	5.6	1.13	5.620326495423451
2016-10-02 18:50:00	6.0	1.1	6.021778387953698
2016-10-02 19:50:00	6.1	1.09	6.122141361086259
2016-10-02 20:50:00	4.9	1.07	4.91778568349552
2016-10-02 21:50:00	3.4	0.89	3.4123410865070953
2016-10-02 22:50:00	3.9	0.94	3.9141559521699034
2016-10-02 23:50:00	4.6	0.99	4.616696764097834
2016-10-03 00:50:00	3.1	0.91	3.11125216710941
2016-10-03 01:50:00	3.0	0.97	3.010889193976849
2016-10-03 02:50:00	1.6	0.89	1.6058075701209862
2016-10-03 03:50:00	1.1	0.87	1.1039927044581779
2016-10-03 04:50:00	1.3	0.84	1.304718650723301
2016-10-03 05:50:00	0.8	0.83	0.8029037850604931
2016-10-03 06:50:00	0.1	0.84	0.10036297313256164
2016-10-03 07:50:00	0.3	0.9	0.30108891939768484
2016-10-03 08:50:00	1.6	0.84	1.6058075701209862
2016-10-03 09:50:00	2.0	0.85	2.0072594626512323
2016-10-03 10:50:00	1.3	0.8	1.304718650723301
2016-10-03 11:50:00	1.0	0.77	1.0036297313256162
2016-10-03 12:50:00	1.7	0.79	1.7061705432535477
2016-10-03 13:50:00	1.4	0.79	1.4050816238558628
2016-10-03 14:50:00	1.2	0.7	1.2043556775907394
2016-10-03 15:50:00	1.0	0.75	1.0036297313256162
2016-10-03 16:50:00	0.8	0.78	0.8029037850604931
2016-10-03 17:50:00	2.5	0.72	2.5090743283140404
2016-10-03 18:50:00	1.0	0.72	1.0036297313256162
2016-10-03 19:50:00	1.3	0.62	1.304718650723301
2016-10-03 20:50:00	1.3	0.68	1.304718650723301
2016-10-03 21:50:00	1.0	0.66	1.0036297313256162
2016-10-03 22:50:00	1.3	0.62	1.304718650723301
2016-10-03 23:50:00	0.8	0.64	0.8029037850604931
2016-10-04 00:50:00	3.7	0.69	3.71343000590478
2016-10-04 01:50:00	5.1	0.67	5.118511629760643
2016-10-04 02:50:00	5.2	0.68	5.218874602893204
2016-10-04 03:50:00	7.8	0.72	7.828311904339807
2016-10-04 04:50:00	8.3	0.79	8.330126770002616
2016-10-04 05:50:00	7.5	0.93	7.527222984942123
2016-10-04 06:50:00	9.5	0.93	9.534482447593355
2016-10-04 07:50:00	7.7	0.99	7.727948931207245
2016-10-04 08:50:00	8.3	1.05	8.330126770002616
2016-10-04 09:50:00	8.4	1.1	8.430489743135176
2016-10-04 10:50:00	8.8	1.04	8.831941635665423
2016-10-04 11:50:00	8.3	1.11	8.330126770002616
2016-10-04 12:50:00	9.0	1.25	9.032667581930546
2016-10-04 13:50:00	10.4	1.48	10.437749205786409
2016-10-04 14:50:00	10.4	1.41	10.437749205786409
2016-10-04 15:50:00	11.7	1.57	11.742467856509709
2016-10-04 16:50:00	11.0	1.79	11.039927044581779
2016-10-04 17:50:00	10.3	1.73	10.337386232653849
2016-10-04 18:50:00	10.8	1.94	10.839201098316655
2016-10-04 19:50:00	10.9	1.82	10.939564071449217
2016-10-04 20:50:00	11.0	1.88	11.039927044581779
2016-10-04 21:50:00	11.3	2.26	11.341015963979464
2016-10-04 22:50:00	10.6	2.29	10.638475152051532
2016-10-04 23:50:00	9.9	2.16	9.935934340123602
2016-10-05 00:50:00	10.6	2.23	10.638475152051532
2016-10-05 01:50:00	10.1	1.91	10.136660286388723
2016-10-05 02:50:00	9.5	1.72	9.534482447593355
2016-10-05 03:50:00	10.0	1.78	10.036297313256162
2016-10-05 04:50:00	10.7	1.74	10.738838125184092
2016-10-05 05:50:00	10.6	1.72	10.638475152051532
2016-10-05 06:50:00	9.6	1.82	9.634845420725915
2016-10-05 07:50:00	9.0	1.94	9.032667581930546
2016-10-05 08:50:00	8.4	1.84	8.430489743135176
2016-10-05 09:50:00	8.3	2.14	8.330126770002616
2016-10-05 10:50:00	8.3	2.17	8.330126770002616
2016-10-05 11:50:00	9.2	2.06	9.233393528195668
2016-10-05 12:50:00	8.0	2.21	8.02903785060493
2016-10-05 13:50:00	8.5	1.83	8.530852716267738
2016-10-05 14:50:00	8.3	2.05	8.330126770002616
2016-10-05 15:50:00	8.6	2.13	8.6312156894003
2016-10-05 16:50:00	7.6	2.22	7.6275859580746825
2016-10-05 17:50:00	8.3	2.13	8.330126770002616
2016-10-05 18:50:00	8.4	2.12	8.430489743135176
2016-10-05 19:50:00	8.5	2.31	8.530852716267738
2016-10-05 20:50:00	7.7	2.23	7.727948931207245
2016-10-05 21:50:00	7.4	2.19	7.42686001180956
2016-10-05 23:50:00	7.2	2.2	7.2261340655444375
2016-10-06 00:50:00	5.6	2.33	5.620326495423451
2016-10-06 01:50:00	5.8	2.04	5.8210524416885745
2016-10-06 02:50:00	5.4	2.01	5.419600549158328
2016-10-06 03:50:00	3.8	2.02	3.8137929790373413
2016-10-06 04:50:00	3.6	2.01	3.6130670327722187
2016-10-06 05:50:00	4.3	1.89	4.31560784470015
2016-10-06 06:50:00	4.0	1.78	4.014518925302465
2016-10-06 07:50:00	3.4	1.7	3.4123410865070953
2016-10-06 08:50:00	4.0	1.8	4.014518925302465
2016-10-06 09:50:00	4.0	1.73	4.014518925302465
2016-10-06 10:50:00	3.9	1.78	3.9141559521699034
2016-10-06 11:50:00	3.7	1.68	3.71343000590478
2016-10-06 12:50:00	3.9	1.65	3.9141559521699034
2016-10-06 13:50:00	3.8	1.51	3.8137929790373413
2016-10-06 14:50:00	4.1	1.47	4.114881898435026
2016-10-06 15:50:00	3.6	1.51	3.6130670327722187
2016-10-06 16:50:00	3.0	1.51	3.010889193976849
2016-10-06 17:50:00	2.5	1.52	2.5090743283140404
2016-10-06 18:50:00	2.3	1.56	2.308348382048917
2016-10-06 19:50:00	1.6	1.65	1.6058075701209862
2016-10-06 20:50:00	1.2	1.53	1.2043556775907394
2016-10-06 21:50:00	1.1	1.43	1.1039927044581779
2016-10-06 22:50:00	1.2	1.3	1.2043556775907394
2016-10-06 23:50:00	0.8	1.16	0.8029037850604931
2016-10-07 00:50:00	0.7	1.16	0.7025408119279314
2016-10-07 01:50:00	0.1	1.29	0.10036297313256164
2016-10-07 02:50:00	0.5	1.18	0.5018148656628081
2016-10-07 03:50:00	0.9	1.35	0.9032667581930547
2016-10-07 04:50:00	1.7	1.29	1.7061705432535477
2016-10-07 05:50:00	1.4	1.24	1.4050816238558628
2016-10-07 06:50:00	0.9	1.36	0.9032667581930547
2016-10-07 07:50:00	3.4	1.3	3.4123410865070953
2016-10-07 08:50:00	2.8	1.39	2.8101632477117255
2016-10-07 09:50:00	3.1	1.27	3.11125216710941
2016-10-07 10:50:00	3.2	1.29	3.2116151402419724
2016-10-07 11:50:00	2.4	1.32	2.4087113551814787
2016-10-07 12:50:00	3.0	1.29	3.010889193976849
2016-10-07 13:50:00	3.3	1.06	3.311978113374533
2016-10-07 14:50:00	3.1	1.07	3.11125216710941
2016-10-07 15:50:00	3.1	0.96	3.11125216710941
2016-10-07 16:50:00	3.2	0.93	3.2116151402419724
2016-10-07 17:50:00	3.8	1.01	3.8137929790373413
2016-10-07 18:50:00	3.7	1.05	3.71343000590478
2016-10-07 19:50:00	3.7	1.03	3.71343000590478
2016-10-07 20:50:00	3.1	0.98	3.11125216710941
2016-10-07 21:50:00	3.3	1.0	3.311978113374533
2016-10-07 22:50:00	2.9	1.03	2.9105262208442872
2016-10-07 23:50:00	1.7	0.98	1.7061705432535477
2016-10-08 00:50:00	2.0	0.97	2.0072594626512323
2016-10-08 01:50:00	1.9	0.89	1.9068964895186706
2016-10-08 02:50:00	0.7	1.03	0.7025408119279314
2016-10-08 03:50:00	1.4	0.98	1.4050816238558628
2016-10-08 04:50:00	1.0	0.96	1.0036297313256162
2016-10-08 05:50:00	1.6	1.03	1.6058075701209862
2016-10-08 06:50:00	2.1	1.05	2.107622435783794
2016-10-08 07:50:00	2.1	1.04	2.107622435783794
2016-10-08 08:50:00	1.8	1.06	1.8065335163861094
2016-10-08 09:50:00	2.2	1.09	2.2079854089163558
2016-10-08 10:50:00	2.2	1.08	2.2079854089163558
2016-10-08 11:50:00	2.7	1.04	2.709800274579164
2016-10-08 12:50:00	2.3	1.13	2.308348382048917
2016-10-08 13:50:00	2.8	1.07	2.8101632477117255
2016-10-08 14:50:00	2.7	1.09	2.709800274579164
2016-10-08 15:50:00	1.5	1.13	1.5054445969884245
2016-10-08 16:50:00	2.0	1.14	2.0072594626512323
2016-10-08 17:50:00	2.5	1.2	2.5090743283140404
2016-10-08 18:50:00	1.7	1.22	1.7061705432535477
2016-10-08 19:50:00	2.1	1.17	2.107622435783794
2016-10-08 20:50:00	4.1	1.21	4.114881898435026
2016-10-08 21:50:00	2.5	1.24	2.5090743283140404
2016-10-08 23:50:00	2.8	1.14	2.8101632477117255
2016-10-09 00:50:00	4.2	1.24	4.215244871567588
2016-10-09 01:50:00	4.6	1.21	4.616696764097834
2016-10-09 02:50:00	2.6	1.25	2.609437301446602
2016-10-09 03:50:00	3.5	1.34	3.5127040596396566
2016-10-09 04:50:00	3.9	1.31	3.9141559521699034
2016-10-09 05:50:00	2.5	1.32	2.5090743283140404
2016-10-09 06:50:00	4.9	1.38	4.91778568349552
2016-10-09 07:50:00	3.5	1.36	3.5127040596396566
2016-10-09 08:50:00	2.6	1.26	2.609437301446602
2016-10-09 09:50:00	4.1	1.44	4.114881898435026
2016-10-09 10:50:00	9.0	1.48	9.032667581930546
2016-10-09 11:50:00	8.3	1.48	8.330126770002616
2016-10-09 12:50:00	10.5	1.77	10.53811217891897
2016-10-09 13:50:00	10.9	1.63	10.939564071449217
2016-10-09 14:50:00	12.3	1.71	12.344645695305081
2016-10-09 15:50:00	13.2	1.78	13.247912453498133
2016-10-09 16:50:00	15.1	2.04	15.154808943016805
2016-10-09 17:50:00	15.6	2.23	15.656623808679614
2016-10-09 18:50:00	15.2	2.3	15.255171916149365
2016-10-09 19:50:00	15.4	2.35	15.45589786241449
2016-10-09 20:50:00	16.0	2.39	16.05807570120986
2016-10-09 21:50:00	17.2	2.97	17.2624313788006
2016-10-09 22:50:00	17.5	2.82	17.563520298198284
2016-10-09 23:50:00	16.3	2.93	16.359164620607544
2016-10-10 00:50:00	13.8	3.02	13.850090292293505
2016-10-10 01:50:00	16.2	2.71	16.258801647474982
2016-10-10 02:50:00	14.8	2.66	14.85372002361912
2016-10-10 03:50:00	14.9	2.63	14.954082996751682
2016-10-10 04:50:00	14.4	2.54	14.452268131088875
2016-10-10 05:50:00	14.8	2.73	14.85372002361912
2016-10-10 06:50:00	14.9	2.51	14.954082996751682
2016-10-10 07:50:00	14.1	2.48	14.15117921169119
2016-10-10 08:50:00	14.0	2.44	14.050816238558626
2016-10-10 09:50:00	13.5	2.32	13.54900137289582
2016-10-10 10:50:00	14.7	2.23	14.753357050486557
2016-10-10 11:50:00	14.1	2.16	14.15117921169119
2016-10-10 12:50:00	14.4	2.15	14.452268131088875
2016-10-10 13:50:00	13.1	2.08	13.147549480365571
2016-10-10 14:50:00	11.2	1.86	11.240652990846902
2016-10-10 15:50:00	10.2	1.63	10.237023259521285
2016-10-10 16:50:00	9.3	1.47	9.333756501328232
2016-10-10 17:50:00	9.3	1.51	9.333756501328232
2016-10-10 18:50:00	8.9	1.4	8.932304608797985
2016-10-10 19:50:00	8.9	1.36	8.932304608797985
2016-10-10 20:50:00	9.3	1.4	9.333756501328232
2016-10-10 21:50:00	9.0	1.34	9.032667581930546
2016-10-10 22:50:00	8.5	1.24	8.530852716267738
2016-10-10 23:50:00	9.1	1.33	9.133030555063108
2016-10-11 00:50:00	9.5	1.59	9.534482447593355
2016-10-11 01:50:00	9.9	1.48	9.935934340123602
2016-10-11 02:50:00	10.2	1.37	10.237023259521285
2016-10-11 03:50:00	9.5	1.45	9.534482447593355
2016-10-11 04:50:00	7.7	1.4	7.727948931207245
2016-10-11 05:50:00	6.6	1.23	6.623956226749066
2016-10-11 06:50:00	6.3	1.11	6.322867307351383
2016-10-11 07:50:00	5.8	1.11	5.8210524416885745
2016-10-11 08:50:00	5.5	1.11	5.519963522290889
2016-10-11 09:50:00	6.2	1.02	6.22250433421882
2016-10-11 10:50:00	4.3	0.98	4.31560784470015
2016-10-11 11:50:00	4.5	1.04	4.516333790965273
2016-10-11 12:50:00	4.0	0.99	4.014518925302465
2016-10-11 13:50:00	3.4	0.92	3.4123410865070953
2016-10-11 14:50:00	3.8	0.93	3.8137929790373413
2016-10-11 15:50:00	3.9	0.9	3.9141559521699034
2016-10-11 16:50:00	4.0	0.86	4.014518925302465
2016-10-11 17:50:00	4.7	0.83	4.717059737230397
2016-10-11 18:50:00	3.9	0.93	3.9141559521699034
2016-10-11 19:50:00	2.6	0.9	2.609437301446602
2016-10-11 20:50:00	3.5	0.86	3.5127040596396566
2016-10-11 21:50:00	3.1	0.89	3.11125216710941
2016-10-11 23:50:00	3.5	0.95	3.5127040596396566
2016-10-12 00:50:00	3.5	1.1	3.5127040596396566
2016-10-12 01:50:00	3.4	1.03	3.4123410865070953
2016-10-12 02:50:00	3.7	1.15	3.71343000590478
2016-10-12 03:50:00	3.3	1.15	3.311978113374533
2016-10-12 04:50:00	2.3	1.13	2.308348382048917
2016-10-12 05:50:00	2.0	1.08	2.0072594626512323
2016-10-12 06:50:00	2.3	1.11	2.308348382048917
2016-10-12 07:50:00	2.4	1.05	2.4087113551814787
2016-10-12 09:50:00	0.1	0.94	0.10036297313256164
2016-10-12 10:50:00	0.4	0.9	0.40145189253024655
2016-10-12 11:50:00	2.0	0.99	2.0072594626512323
2016-10-12 12:50:00	2.8	1.01	2.8101632477117255
2016-10-12 13:50:00	3.0	1.05	3.010889193976849
2016-10-12 14:50:00	3.1	0.96	3.11125216710941
2016-10-12 15:50:00	2.9	0.97	2.9105262208442872
2016-10-12 16:50:00	2.8	1.05	2.8101632477117255
2016-10-12 17:50:00	2.6	0.97	2.609437301446602
2016-10-12 18:50:00	3.0	0.98	3.010889193976849
2016-10-12 19:50:00	3.7	1.1	3.71343000590478
2016-10-12 20:50:00	4.3	0.9	4.31560784470015
2016-10-12 21:50:00	5.2	0.93	5.218874602893204
2016-10-12 22:50:00	4.9	0.95	4.91778568349552
2016-10-12 23:50:00	5.2	0.92	5.218874602893204
2016-10-13 00:50:00	5.8	0.96	5.8210524416885745
2016-10-13 01:50:00	5.0	0.95	5.018148656628081
2016-10-13 02:50:00	5.2	1.0	5.218874602893204
2016-10-13 03:50:00	4.5	0.98	4.516333790965273
2016-10-13 04:50:00	4.4	0.93	4.4159708178327115
2016-10-13 05:50:00	4.4	0.94	4.4159708178327115
2016-10-13 06:50:00	3.1	0.91	3.11125216710941
2016-10-13 07:50:00	2.0	0.88	2.0072594626512323
2016-10-13 08:50:00	1.8	0.99	1.8065335163861094
2016-10-13 09:50:00	0.7	0.99	0.7025408119279314
2016-10-13 10:50:00	0.3	0.97	0.30108891939768484
2016-10-13 11:50:00	0.8	0.98	0.8029037850604931
2016-10-13 12:50:00	1.7	1.02	1.7061705432535477
2016-10-13 13:50:00	2.3	1.1	2.308348382048917
2016-10-13 14:50:00	3.6	0.94	3.6130670327722187
2016-10-13 15:50:00	3.7	0.9	3.71343000590478
2016-10-13 16:50:00	4.9	1.0	4.91778568349552
2016-10-13 17:50:00	5.9	1.03	5.921415414821136
2016-10-13 18:50:00	5.3	1.03	5.319237576025766
2016-10-13 19:50:00	6.6	1.05	6.623956226749066
2016-10-13 20:50:00	5.9	1.15	5.921415414821136
2016-10-13 21:50:00	7.3	1.11	7.326497038676998
2016-10-13 22:50:00	6.8	1.21	6.824682173014191
2016-10-13 23:50:00	6.7	1.3	6.72431919988163
2016-10-14 00:50:00	6.4	1.25	6.423230280483945
2016-10-14 01:50:00	7.0	1.23	7.025408119279313
2016-10-14 02:50:00	10.6	1.24	10.638475152051532
2016-10-14 03:50:00	11.9	1.45	11.943193802774834
2016-10-14 04:50:00	10.7	1.61	10.738838125184092
2016-10-14 05:50:00	10.5	1.58	10.53811217891897
2016-10-14 06:50:00	10.4	1.57	10.437749205786409
2016-10-14 07:50:00	10.8	1.44	10.839201098316655
2016-10-14 08:50:00	9.9	1.78	9.935934340123602
2016-10-14 09:50:00	11.2	1.9	11.240652990846902
2016-10-14 10:50:00	10.7	1.79	10.738838125184092
2016-10-14 11:50:00	11.2	1.8	11.240652990846902
2016-10-14 12:50:00	10.2	1.68	10.237023259521285
2016-10-14 13:50:00	9.3	1.77	9.333756501328232
2016-10-14 14:50:00	8.1	1.73	8.129400823737491
2016-10-14 15:50:00	7.1	1.6	7.125771092411875
2016-10-14 16:50:00	6.3	1.62	6.322867307351383
2016-10-14 17:50:00	4.6	1.45	4.616696764097834
2016-10-14 18:50:00	4.0	1.32	4.014518925302465
2016-10-14 19:50:00	3.6	1.28	3.6130670327722187
2016-10-14 20:50:00	3.0	1.17	3.010889193976849
2016-10-14 21:50:00	2.5	0.99	2.5090743283140404
2016-10-14 23:50:00	1.6	0.91	1.6058075701209862
2016-10-15 00:50:00	1.7	0.95	1.7061705432535477
2016-10-15 01:50:00	0.3	0.91	0.30108891939768484
2016-10-15 02:50:00	1.3	0.96	1.304718650723301
2016-10-15 03:50:00	2.9	0.98	2.9105262208442872
2016-10-15 04:50:00	2.0	1.07	2.0072594626512323
2016-10-15 05:50:00	1.7	1.04	1.7061705432535477
2016-10-15 06:50:00	1.9	1.19	1.9068964895186706
2016-10-15 07:50:00	2.3	1.09	2.308348382048917
2016-10-15 08:50:00	2.1	1.14	2.107622435783794
2016-10-15 09:50:00	0.8	1.14	0.8029037850604931
2016-10-15 10:50:00	0.2	1.12	0.20072594626512327
2016-10-15 11:50:00	1.7	1.19	1.7061705432535477
2016-10-15 12:50:00	5.0	1.09	5.018148656628081
2016-10-15 13:50:00	4.6	1.22	4.616696764097834
2016-10-15 14:50:00	2.7	1.21	2.709800274579164
2016-10-15 15:50:00	2.3	1.11	2.308348382048917
2016-10-15 16:50:00	2.7	1.09	2.709800274579164
2016-10-15 17:50:00	2.4	1.04	2.4087113551814787
2016-10-15 18:50:00	2.1	1.04	2.107622435783794
2016-10-15 19:50:00	2.7	1.15	2.709800274579164
2016-10-15 20:50:00	1.8	1.1	1.8065335163861094
2016-10-15 21:50:00	1.8	1.05	1.8065335163861094
2016-10-15 22:50:00	2.1	0.98	2.107622435783794
2016-10-15 23:50:00	3.8	1.12	3.8137929790373413
2016-10-16 00:50:00	3.3	0.97	3.311978113374533
2016-10-16 01:50:00	3.2	0.92	3.2116151402419724
2016-10-16 02:50:00	3.6	1.04	3.6130670327722187
2016-10-16 03:50:00	3.6	1.0	3.6130670327722187
2016-10-16 04:50:00	5.3	0.99	5.319237576025766
2016-10-16 05:50:00	4.7	0.88	4.717059737230397
2016-10-16 06:50:00	5.4	0.93	5.419600549158328
2016-10-16 07:50:00	5.9	0.9	5.921415414821136
2016-10-16 08:50:00	6.5	0.96	6.5235932536165055
2016-10-16 09:50:00	7.0	1.02	7.025408119279313
2016-10-16 10:50:00	7.1	1.02	7.125771092411875
2016-10-16 11:50:00	7.2	1.13	7.2261340655444375
2016-10-16 12:50:00	7.6	1.2	7.6275859580746825
2016-10-16 13:50:00	7.7	1.11	7.727948931207245
2016-10-16 14:50:00	7.9	1.2	7.928674877472369
2016-10-16 15:50:00	8.5	1.22	8.530852716267738
2016-10-16 16:50:00	8.3	1.21	8.330126770002616
2016-10-16 17:50:00	8.1	1.31	8.129400823737491
2016-10-16 18:50:00	8.2	1.3	8.229763796870053
2016-10-16 19:50:00	8.5	1.32	8.530852716267738
2016-10-16 20:50:00	8.5	1.33	8.530852716267738
2016-10-16 21:50:00	9.0	1.3	9.032667581930546
2016-10-16 22:50:00	8.4	1.45	8.430489743135176
2016-10-16 23:50:00	8.4	1.4	8.430489743135176
2016-10-17 00:50:00	9.4	1.44	9.434119474460793
2016-10-17 01:50:00	10.2	1.46	10.237023259521285
2016-10-17 02:50:00	10.3	1.49	10.337386232653849
2016-10-17 03:50:00	9.6	1.62	9.634845420725915
2016-10-17 04:50:00	10.3	1.49	10.337386232653849
2016-10-17 05:50:00	9.1	1.63	9.133030555063108
2016-10-17 06:50:00	9.5	1.76	9.534482447593355
2016-10-17 07:50:00	8.9	1.58	8.932304608797985
2016-10-17 08:50:00	8.7	1.59	8.731578662532861
2016-10-17 09:50:00	9.0	1.37	9.032667581930546
2016-10-17 10:50:00	7.2	1.32	7.2261340655444375
2016-10-17 11:50:00	6.1	1.33	6.122141361086259
2016-10-17 12:50:00	5.8	1.23	5.8210524416885745
2016-10-17 13:50:00	4.8	1.21	4.817422710362957
2016-10-17 14:50:00	5.6	1.13	5.620326495423451
2016-10-17 15:50:00	4.3	1.2	4.31560784470015
2016-10-17 16:50:00	6.0	1.14	6.021778387953698
2016-10-17 17:50:00	5.5	1.28	5.519963522290889
2016-10-17 18:50:00	5.4	1.16	5.419600549158328
2016-10-17 19:50:00	5.1	1.24	5.118511629760643
2016-10-17 20:50:00	5.5	1.22	5.519963522290889
2016-10-17 21:50:00	5.3	1.24	5.319237576025766
2016-10-17 23:50:00	5.9	1.26	5.921415414821136
2016-10-18 00:50:00	5.1	1.36	5.118511629760643
2016-10-18 01:50:00	4.0	1.21	4.014518925302465
2016-10-18 02:50:00	5.0	1.19	5.018148656628081
2016-10-18 03:50:00	6.2	1.27	6.22250433421882
2016-10-18 04:50:00	7.0	1.23	7.025408119279313
2016-10-18 05:50:00	5.8	1.29	5.8210524416885745
2016-10-18 06:50:00	6.1	1.16	6.122141361086259
2016-10-18 07:50:00	6.3	1.19	6.322867307351383
2016-10-18 08:50:00	5.8	1.13	5.8210524416885745
2016-10-18 09:50:00	5.5	1.11	5.519963522290889
2016-10-18 10:50:00	5.4	1.09	5.419600549158328
2016-10-18 11:50:00	6.3	1.18	6.322867307351383
2016-10-18 12:50:00	6.1	1.19	6.122141361086259
2016-10-18 13:50:00	6.1	1.13	6.122141361086259
2016-10-18 14:50:00	5.8	1.19	5.8210524416885745
2016-10-18 15:50:00	5.7	1.09	5.720689468556013
2016-10-18 17:50:00	6.5	1.14	6.5235932536165055
2016-10-18 18:50:00	7.5	1.07	7.527222984942123
2016-10-18 19:50:00	7.5	0.99	7.527222984942123
2016-10-18 20:50:00	7.8	1.04	7.828311904339807
2016-10-18 21:50:00	8.4	1.12	8.430489743135176
2016-10-18 22:50:00	9.4	1.12	9.434119474460793
2016-10-18 23:50:00	9.2	1.31	9.233393528195668
2016-10-19 00:50:00	9.4	1.38	9.434119474460793
2016-10-19 01:50:00	10.2	1.51	10.237023259521285
2016-10-19 02:50:00	9.5	1.53	9.534482447593355
2016-10-19 03:50:00	10.1	1.62	10.136660286388723
2016-10-19 04:50:00	10.2	1.69	10.237023259521285
2016-10-19 05:50:00	10.1	1.71	10.136660286388723
2016-10-19 06:50:00	9.5	1.89	9.534482447593355
2016-10-19 07:50:00	10.0	1.9	10.036297313256162
2016-10-19 08:50:00	8.9	1.79	8.932304608797985
2016-10-19 09:50:00	7.7	1.78	7.727948931207245
2016-10-19 10:50:00	8.6	1.77	8.6312156894003
2016-10-19 11:50:00	8.1	1.84	8.129400823737491
2016-10-19 12:50:00	7.4	1.72	7.42686001180956
2016-10-19 13:50:00	7.4	1.71	7.42686001180956
2016-10-19 14:50:00	7.4	1.64	7.42686001180956
2016-10-19 15:50:00	6.6	1.48	6.623956226749066
2016-10-19 16:50:00	6.1	1.53	6.122141361086259
2016-10-19 17:50:00	5.5	1.45	5.519963522290889
