Date	WSPD	WVHT	u10
2015-10-25 14:50:00	7.3	1.01	7.326497038676998
2015-10-25 15:50:00	9.6	1.07	9.634845420725915
2015-10-25 16:50:00	8.8	1.17	8.831941635665423
2015-10-25 17:50:00	7.9	1.4	7.928674877472369
2015-10-25 18:50:00	8.9	1.37	8.932304608797985
2015-10-25 19:50:00	7.0	1.39	7.025408119279313
2015-10-25 20:50:00	5.9	1.25	5.921415414821136
2015-10-25 21:50:00	3.9	1.23	3.9141559521699034
2015-10-25 22:50:00	4.2	1.11	4.215244871567588
2015-10-25 23:50:00	7.7	1.08	7.727948931207245
2015-10-26 00:50:00	8.9	0.96	8.932304608797985
2015-10-26 01:50:00	11.6	1.09	11.642104883377149
2015-10-26 02:50:00	10.0	1.2	10.036297313256162
2015-10-26 03:50:00	11.8	1.27	11.842830829642272
2015-10-26 04:50:00	11.5	1.47	11.541741910244587
2015-10-26 05:50:00	11.6	1.33	11.642104883377149
2015-10-26 06:50:00	11.2	1.48	11.240652990846902
2015-10-26 07:50:00	12.1	1.46	12.143919749039956
2015-10-26 08:50:00	11.0	1.61	11.039927044581779
2015-10-26 09:50:00	10.8	1.52	10.839201098316655
2015-10-26 10:50:00	11.1	1.47	11.140290017714339
2015-10-26 11:50:00	10.7	1.34	10.738838125184092
2015-10-26 12:50:00	10.2	1.49	10.237023259521285
2015-10-26 13:50:00	9.4	1.54	9.434119474460793
2015-10-26 14:50:00	8.9	1.34	8.932304608797985
2015-10-26 15:50:00	8.2	1.44	8.229763796870053
2015-10-26 16:50:00	7.3	1.21	7.326497038676998
2015-10-26 17:50:00	6.5	1.13	6.5235932536165055
2015-10-26 18:50:00	6.6	1.04	6.623956226749066
2015-10-26 19:50:00	5.1	0.97	5.118511629760643
2015-10-26 20:50:00	3.3	0.9	3.311978113374533
2015-10-26 21:50:00	2.0	0.88	2.0072594626512323
2015-10-26 22:50:00	1.8	0.85	1.8065335163861094
2015-10-27 00:50:00	1.8	0.8	1.8065335163861094
2015-10-27 01:50:00	1.6	0.86	1.6058075701209862
2015-10-27 02:50:00	2.3	0.89	2.308348382048917
2015-10-27 03:50:00	2.1	0.86	2.107622435783794
2015-10-27 04:50:00	2.8	0.95	2.8101632477117255
2015-10-27 05:50:00	2.9	0.9	2.9105262208442872
2015-10-27 06:50:00	3.1	0.82	3.11125216710941
2015-10-27 07:50:00	3.6	0.83	3.6130670327722187
2015-10-27 08:50:00	4.1	0.88	4.114881898435026
2015-10-27 09:50:00	4.5	0.85	4.516333790965273
2015-10-27 10:50:00	4.9	0.87	4.91778568349552
2015-10-27 11:50:00	4.5	0.88	4.516333790965273
2015-10-27 12:50:00	5.1	0.88	5.118511629760643
2015-10-27 13:50:00	4.7	0.94	4.717059737230397
2015-10-27 14:50:00	4.9	0.96	4.91778568349552
2015-10-27 15:50:00	5.4	0.94	5.419600549158328
2015-10-27 16:50:00	4.0	0.97	4.014518925302465
2015-10-27 17:50:00	4.2	0.88	4.215244871567588
2015-10-27 18:50:00	3.5	0.86	3.5127040596396566
2015-10-27 19:50:00	4.1	0.89	4.114881898435026
2015-10-27 20:50:00	4.5	0.91	4.516333790965273
2015-10-27 21:50:00	5.7	0.83	5.720689468556013
2015-10-27 22:50:00	6.4	0.9	6.423230280483945
2015-10-28 00:50:00	6.8	0.99	6.824682173014191
2015-10-28 01:50:00	7.0	0.96	7.025408119279313
2015-10-28 02:50:00	7.0	1.02	7.025408119279313
2015-10-28 03:50:00	7.1	1.02	7.125771092411875
2015-10-28 04:50:00	7.2	1.07	7.2261340655444375
2015-10-28 05:50:00	8.3	1.1	8.330126770002616
2015-10-28 06:50:00	8.5	1.15	8.530852716267738
2015-10-28 07:50:00	9.3	1.25	9.333756501328232
2015-10-28 08:50:00	11.9	1.48	11.943193802774834
2015-10-28 09:50:00	12.0	1.77	12.043556775907396
2015-10-28 10:50:00	12.3	2.04	12.344645695305081
2015-10-28 11:50:00	13.3	2.45	13.348275426630696
2015-10-28 12:50:00	12.6	2.36	12.645734614702766
2015-10-28 13:50:00	12.8	2.71	12.84646056096789
2015-10-28 14:50:00	11.8	2.74	11.842830829642272
2015-10-28 15:50:00	12.4	2.83	12.44500866843764
2015-10-28 16:50:00	12.1	3.01	12.143919749039956
2015-10-28 17:50:00	9.1	3.1	9.133030555063108
2015-10-28 18:50:00	12.2	3.11	12.244282722172517
2015-10-28 19:50:00	12.0	3.59	12.043556775907396
2015-10-28 20:50:00	12.9	3.62	12.94682353410045
2015-10-28 21:50:00	12.9	4.45	12.94682353410045
2015-10-28 22:50:00	15.4	4.04	15.45589786241449
2015-10-28 23:50:00	11.9	4.53	11.943193802774834
2015-10-29 00:50:00	10.9	3.99	10.939564071449217
2015-10-29 01:50:00	12.3	4.07	12.344645695305081
2015-10-29 02:50:00	9.7	3.63	9.735208393858477
2015-10-29 03:50:00	10.7	3.62	10.738838125184092
2015-10-29 04:50:00	11.3	3.64	11.341015963979464
2015-10-29 05:50:00	10.9	3.63	10.939564071449217
2015-10-29 06:50:00	12.3	3.25	12.344645695305081
2015-10-29 07:50:00	9.5	3.63	9.534482447593355
2015-10-29 08:50:00	11.8	3.53	11.842830829642272
2015-10-29 09:50:00	10.6	3.6	10.638475152051532
2015-10-29 10:50:00	8.6	3.49	8.6312156894003
2015-10-29 11:50:00	9.8	3.44	9.83557136699104
2015-10-29 12:50:00	8.4	3.39	8.430489743135176
2015-10-29 13:50:00	7.2	3.26	7.2261340655444375
2015-10-29 14:50:00	9.3	3.33	9.333756501328232
2015-10-29 15:50:00	8.9	3.57	8.932304608797985
2015-10-29 16:50:00	9.2	3.36	9.233393528195668
2015-10-29 17:50:00	7.9	3.09	7.928674877472369
2015-10-29 18:50:00	8.9	3.06	8.932304608797985
2015-10-29 19:50:00	9.2	3.26	9.233393528195668
2015-10-29 20:50:00	7.7	3.01	7.727948931207245
2015-10-29 21:50:00	8.8	2.86	8.831941635665423
2015-10-29 22:50:00	9.4	2.83	9.434119474460793
2015-10-29 23:50:00	9.5	2.47	9.534482447593355
2015-10-30 00:50:00	8.8	3.05	8.831941635665423
2015-10-30 01:50:00	10.2	2.55	10.237023259521285
2015-10-30 02:50:00	8.1	2.55	8.129400823737491
2015-10-30 03:50:00	9.9	2.66	9.935934340123602
2015-10-30 04:50:00	11.9	2.86	11.943193802774834
2015-10-30 05:50:00	12.6	2.76	12.645734614702766
2015-10-30 06:50:00	11.2	2.31	11.240652990846902
2015-10-30 07:50:00	10.9	2.57	10.939564071449217
2015-10-30 08:50:00	11.1	2.33	11.140290017714339
2015-10-30 09:50:00	9.4	2.35	9.434119474460793
2015-10-30 10:50:00	11.4	1.93	11.441378937112026
2015-10-30 11:50:00	12.0	1.98	12.043556775907396
2015-10-30 12:50:00	9.1	1.8	9.133030555063108
2015-10-30 13:50:00	7.9	1.72	7.928674877472369
2015-10-30 14:50:00	5.0	1.66	5.018148656628081
2015-10-30 15:50:00	5.6	1.65	5.620326495423451
2015-10-30 16:50:00	7.2	1.43	7.2261340655444375
2015-10-30 17:50:00	6.8	1.5	6.824682173014191
2015-10-30 18:50:00	6.4	1.45	6.423230280483945
2015-10-30 19:50:00	7.4	1.37	7.42686001180956
2015-10-30 21:50:00	8.3	1.2	8.330126770002616
2015-10-30 22:50:00	9.1	1.24	9.133030555063108
2015-10-30 23:50:00	9.3	1.25	9.333756501328232
2015-10-31 00:50:00	10.3	1.27	10.337386232653849
2015-10-31 01:50:00	10.2	1.35	10.237023259521285
2015-10-31 02:50:00	9.8	1.38	9.83557136699104
2015-10-31 03:50:00	9.4	1.38	9.434119474460793
2015-10-31 04:50:00	8.1	1.25	8.129400823737491
2015-10-31 05:50:00	8.1	1.25	8.129400823737491
2015-10-31 06:50:00	7.3	1.12	7.326497038676998
2015-10-31 07:50:00	6.8	1.07	6.824682173014191
2015-10-31 08:50:00	6.9	0.96	6.925045146146752
2015-10-31 09:50:00	5.3	0.91	5.319237576025766
2015-10-31 10:50:00	3.5	0.88	3.5127040596396566
2015-10-31 11:50:00	3.1	0.89	3.11125216710941
2015-10-31 12:50:00	3.3	0.8	3.311978113374533
2015-10-31 13:50:00	3.6	0.83	3.6130670327722187
2015-10-31 14:50:00	3.1	0.78	3.11125216710941
2015-10-31 15:50:00	1.8	0.76	1.8065335163861094
2015-10-31 16:50:00	0.9	0.76	0.9032667581930547
2015-10-31 17:50:00	0.4	0.65	0.40145189253024655
2015-10-31 18:50:00	0.6	0.77	0.6021778387953697
2015-10-31 19:50:00	1.2	0.7	1.2043556775907394
2015-10-31 20:50:00	1.1	0.63	1.1039927044581779
2015-10-31 21:50:00	1.6	0.64	1.6058075701209862
2015-10-31 22:50:00	2.1	0.63	2.107622435783794
2015-10-31 23:50:00	5.2	0.64	5.218874602893204
2015-11-01 00:50:00	6.7	0.66	6.72431919988163
2015-11-01 01:50:00	5.6	0.69	5.620326495423451
2015-11-01 02:50:00	5.6	0.7	5.620326495423451
2015-11-01 03:50:00	5.9	0.77	5.921415414821136
2015-11-01 04:50:00	6.7	0.73	6.72431919988163
2015-11-01 05:50:00	6.9	0.73	6.925045146146752
2015-11-01 06:50:00	5.3	0.83	5.319237576025766
2015-11-01 07:50:00	6.1	0.77	6.122141361086259
2015-11-01 08:50:00	6.3	0.76	6.322867307351383
2015-11-01 09:50:00	6.8	0.8	6.824682173014191
2015-11-01 10:50:00	7.2	0.84	7.2261340655444375
2015-11-01 11:50:00	7.2	0.87	7.2261340655444375
2015-11-01 12:50:00	8.2	1.01	8.229763796870053
2015-11-01 13:50:00	8.9	1.02	8.932304608797985
2015-11-01 14:50:00	9.4	1.13	9.434119474460793
2015-11-01 15:50:00	8.4	1.41	8.430489743135176
2015-11-01 16:50:00	9.1	1.56	9.133030555063108
2015-11-01 17:50:00	11.5	1.44	11.541741910244587
2015-11-01 18:50:00	10.8	1.67	10.839201098316655
2015-11-01 19:50:00	11.4	2.05	11.441378937112026
2015-11-01 20:50:00	10.5	2.03	10.53811217891897
2015-11-01 21:50:00	9.8	1.98	9.83557136699104
2015-11-01 22:50:00	8.8	1.74	8.831941635665423
2015-11-01 23:50:00	8.4	1.68	8.430489743135176
2015-11-02 00:50:00	8.3	1.64	8.330126770002616
2015-11-02 01:50:00	7.4	1.73	7.42686001180956
2015-11-02 02:50:00	8.1	1.52	8.129400823737491
2015-11-02 03:50:00	8.3	1.66	8.330126770002616
2015-11-02 04:50:00	7.5	1.58	7.527222984942123
2015-11-02 05:50:00	7.8	1.3	7.828311904339807
2015-11-02 06:50:00	6.9	1.41	6.925045146146752
2015-11-02 07:50:00	7.5	1.35	7.527222984942123
2015-11-02 08:50:00	6.1	1.3	6.122141361086259
2015-11-02 09:50:00	4.6	1.27	4.616696764097834
2015-11-02 10:50:00	3.7	1.04	3.71343000590478
2015-11-02 11:50:00	4.1	1.02	4.114881898435026
2015-11-02 12:50:00	4.1	0.92	4.114881898435026
2015-11-02 13:50:00	5.0	0.94	5.018148656628081
2015-11-02 14:50:00	3.6	0.8	3.6130670327722187
2015-11-02 15:50:00	1.5	0.81	1.5054445969884245
2015-11-02 16:50:00	1.8	0.74	1.8065335163861094
2015-11-02 17:50:00	3.3	0.76	3.311978113374533
2015-11-02 18:50:00	3.2	0.75	3.2116151402419724
2015-11-02 19:50:00	2.9	0.73	2.9105262208442872
2015-11-02 20:50:00	3.5	0.67	3.5127040596396566
2015-11-02 21:50:00	3.0	0.62	3.010889193976849
2015-11-02 22:50:00	2.9	0.59	2.9105262208442872
2015-11-02 23:50:00	3.7	0.56	3.71343000590478
2015-11-03 00:50:00	3.7	0.53	3.71343000590478
2015-11-03 01:50:00	3.7	0.54	3.71343000590478
2015-11-03 02:50:00	3.2	0.52	3.2116151402419724
2015-11-03 03:50:00	2.5	0.51	2.5090743283140404
2015-11-03 04:50:00	3.2	0.47	3.2116151402419724
2015-11-03 05:50:00	2.6	0.43	2.609437301446602
2015-11-03 06:50:00	2.8	0.45	2.8101632477117255
2015-11-03 07:50:00	2.6	0.4	2.609437301446602
2015-11-03 08:50:00	2.3	0.41	2.308348382048917
2015-11-03 09:50:00	2.0	0.39	2.0072594626512323
2015-11-03 10:50:00	2.2	0.38	2.2079854089163558
2015-11-03 11:50:00	1.9	0.39	1.9068964895186706
2015-11-03 12:50:00	2.7	0.38	2.709800274579164
2015-11-03 13:50:00	2.2	0.37	2.2079854089163558
2015-11-03 14:50:00	2.4	0.37	2.4087113551814787
2015-11-03 15:50:00	3.1	0.35	3.11125216710941
2015-11-03 16:50:00	4.5	0.35	4.516333790965273
2015-11-03 17:50:00	5.7	0.39	5.720689468556013
2015-11-03 18:50:00	6.3	0.43	6.322867307351383
2015-11-03 19:50:00	6.8	0.49	6.824682173014191
2015-11-03 20:50:00	5.7	0.56	5.720689468556013
2015-11-03 21:50:00	6.9	0.58	6.925045146146752
2015-11-03 22:50:00	6.5	0.58	6.5235932536165055
2015-11-03 23:50:00	5.3	0.57	5.319237576025766
2015-11-04 00:50:00	5.2	0.59	5.218874602893204
2015-11-04 01:50:00	5.6	0.56	5.620326495423451
2015-11-04 02:50:00	6.1	0.54	6.122141361086259
2015-11-04 03:50:00	4.1	0.51	4.114881898435026
2015-11-04 04:50:00	2.6	0.5	2.609437301446602
2015-11-04 05:50:00	2.5	0.5	2.5090743283140404
2015-11-04 06:50:00	1.8	0.46	1.8065335163861094
2015-11-04 07:50:00	2.3	0.42	2.308348382048917
2015-11-04 08:50:00	2.5	0.43	2.5090743283140404
2015-11-04 09:50:00	2.8	0.4	2.8101632477117255
2015-11-04 10:50:00	4.7	0.37	4.717059737230397
2015-11-04 11:50:00	4.7	0.39	4.717059737230397
2015-11-04 12:50:00	4.3	0.44	4.31560784470015
2015-11-04 13:50:00	4.3	0.46	4.31560784470015
2015-11-04 14:50:00	3.7	0.51	3.71343000590478
2015-11-04 15:50:00	4.2	0.48	4.215244871567588
2015-11-04 16:50:00	4.1	0.48	4.114881898435026
2015-11-04 17:50:00	3.4	0.43	3.4123410865070953
2015-11-04 18:50:00	3.0	0.45	3.010889193976849
2015-11-04 19:50:00	2.4	0.41	2.4087113551814787
2015-11-04 20:50:00	2.9	0.39	2.9105262208442872
2015-11-04 21:50:00	3.7	0.37	3.71343000590478
2015-11-04 22:50:00	4.7	0.36	4.717059737230397
2015-11-04 23:50:00	5.0	0.38	5.018148656628081
2015-11-05 00:50:00	4.1	0.4	4.114881898435026
2015-11-05 01:50:00	4.1	0.39	4.114881898435026
2015-11-05 02:50:00	4.2	0.36	4.215244871567588
2015-11-05 03:50:00	4.2	0.38	4.215244871567588
2015-11-05 04:50:00	4.1	0.36	4.114881898435026
2015-11-05 05:50:00	4.0	0.35	4.014518925302465
2015-11-05 06:50:00	4.2	0.38	4.215244871567588
2015-11-05 07:50:00	4.2	0.38	4.215244871567588
2015-11-05 08:50:00	4.8	0.41	4.817422710362957
2015-11-05 09:50:00	4.2	0.41	4.215244871567588
2015-11-05 10:50:00	4.2	0.43	4.215244871567588
2015-11-05 11:50:00	5.1	0.41	5.118511629760643
2015-11-05 12:50:00	4.1	0.44	4.114881898435026
2015-11-05 13:50:00	3.4	0.43	3.4123410865070953
2015-11-05 14:50:00	5.9	0.43	5.921415414821136
2015-11-05 15:50:00	3.9	0.43	3.9141559521699034
2015-11-05 16:50:00	5.3	0.47	5.319237576025766
2015-11-05 17:50:00	2.9	0.47	2.9105262208442872
2015-11-05 18:50:00	3.7	0.46	3.71343000590478
2015-11-05 19:50:00	3.6	0.46	3.6130670327722187
2015-11-05 20:50:00	3.7	0.44	3.71343000590478
2015-11-05 21:50:00	2.3	0.45	2.308348382048917
2015-11-05 22:50:00	3.2	0.47	3.2116151402419724
2015-11-05 23:50:00	4.0	0.46	4.014518925302465
2015-11-06 00:50:00	4.9	0.48	4.91778568349552
2015-11-06 01:50:00	5.9	0.52	5.921415414821136
2015-11-06 02:50:00	5.9	0.62	5.921415414821136
2015-11-06 03:50:00	5.6	0.63	5.620326495423451
2015-11-06 04:50:00	4.5	0.59	4.516333790965273
2015-11-06 05:50:00	5.3	0.58	5.319237576025766
2015-11-06 06:50:00	6.1	0.58	6.122141361086259
2015-11-06 07:50:00	6.0	0.6	6.021778387953698
2015-11-06 08:50:00	4.8	0.61	4.817422710362957
2015-11-06 09:50:00	4.2	0.58	4.215244871567588
2015-11-06 10:50:00	4.4	0.58	4.4159708178327115
2015-11-06 11:50:00	3.6	0.56	3.6130670327722187
2015-11-06 12:50:00	5.4	0.58	5.419600549158328
2015-11-06 13:50:00	5.8	0.65	5.8210524416885745
2015-11-06 14:50:00	6.6	0.66	6.623956226749066
2015-11-06 15:50:00	6.0	0.75	6.021778387953698
2015-11-06 16:50:00	7.0	0.8	7.025408119279313
2015-11-06 17:50:00	7.9	0.86	7.928674877472369
2015-11-06 18:50:00	9.3	1.02	9.333756501328232
2015-11-06 19:50:00	11.0	1.2	11.039927044581779
2015-11-06 20:50:00	10.5	1.45	10.53811217891897
2015-11-06 21:50:00	11.2	1.74	11.240652990846902
2015-11-06 22:50:00	10.4	1.92	10.437749205786409
2015-11-06 23:50:00	11.8	2.24	11.842830829642272
2015-11-07 00:50:00	10.5	2.23	10.53811217891897
2015-11-07 01:50:00	9.9	2.07	9.935934340123602
2015-11-07 02:50:00	6.7	1.94	6.72431919988163
2015-11-07 03:50:00	7.8	1.82	7.828311904339807
2015-11-07 04:50:00	8.6	1.9	8.6312156894003
2015-11-07 05:50:00	8.7	2.03	8.731578662532861
2015-11-07 06:50:00	7.4	1.97	7.42686001180956
2015-11-07 07:50:00	6.8	1.94	6.824682173014191
2015-11-07 08:50:00	5.3	2.11	5.319237576025766
2015-11-07 09:50:00	6.4	1.95	6.423230280483945
2015-11-07 10:50:00	5.4	1.64	5.419600549158328
2015-11-07 11:50:00	5.5	1.7	5.519963522290889
2015-11-07 12:50:00	5.5	1.54	5.519963522290889
2015-11-07 13:50:00	4.9	1.54	4.91778568349552
2015-11-07 14:50:00	5.2	1.69	5.218874602893204
2015-11-07 15:50:00	5.6	1.65	5.620326495423451
2015-11-07 16:50:00	2.8	1.43	2.8101632477117255
2015-11-07 17:50:00	4.6	1.3	4.616696764097834
2015-11-07 18:50:00	4.7	1.32	4.717059737230397
2015-11-07 19:50:00	4.2	1.27	4.215244871567588
2015-11-07 20:50:00	2.1	1.23	2.107622435783794
2015-11-07 21:50:00	5.7	1.11	5.720689468556013
2015-11-07 22:50:00	6.0	1.17	6.021778387953698
2015-11-07 23:50:00	6.4	1.03	6.423230280483945
2015-11-08 00:50:00	7.0	1.03	7.025408119279313
2015-11-08 01:50:00	7.2	1.05	7.2261340655444375
2015-11-08 02:50:00	8.4	1.02	8.430489743135176
2015-11-08 03:50:00	9.0	1.07	9.032667581930546
2015-11-08 04:50:00	8.9	1.07	8.932304608797985
2015-11-08 05:50:00	9.6	1.13	9.634845420725915
2015-11-08 07:50:00	12.5	1.29	12.545371641570203
2015-11-08 08:50:00	12.2	1.41	12.244282722172517
2015-11-08 11:50:00	10.8	1.47	10.839201098316655
2015-11-08 13:50:00	10.2	1.03	10.237023259521285
2015-11-08 14:50:00	8.5	1.02	8.530852716267738
2015-11-08 15:50:00	6.1	0.96	6.122141361086259
2015-11-08 16:50:00	6.0	0.82	6.021778387953698
2015-11-08 17:50:00	5.5	0.72	5.519963522290889
2015-11-08 19:50:00	5.9	0.63	5.921415414821136
2015-11-08 20:50:00	6.1	0.61	6.122141361086259
2015-11-08 21:50:00	5.8	0.59	5.8210524416885745
2015-11-08 22:50:00	5.3	0.49	5.319237576025766
2015-11-08 23:50:00	5.6	0.46	5.620326495423451
2015-11-09 00:50:00	4.4	0.44	4.4159708178327115
2015-11-09 01:50:00	5.1	0.41	5.118511629760643
2015-11-09 02:50:00	5.4	0.41	5.419600549158328
2015-11-09 03:50:00	5.2	0.44	5.218874602893204
2015-11-09 04:50:00	4.4	0.43	4.4159708178327115
2015-11-09 05:50:00	4.4	0.4	4.4159708178327115
2015-11-09 06:50:00	4.8	0.4	4.817422710362957
2015-11-09 08:50:00	4.3	0.38	4.31560784470015
2015-11-09 09:50:00	3.6	0.36	3.6130670327722187
2015-11-09 10:50:00	2.8	0.41	2.8101632477117255
2015-11-09 11:50:00	2.4	0.38	2.4087113551814787
2015-11-09 12:50:00	1.4	0.38	1.4050816238558628
2015-11-09 13:50:00	2.3	0.36	2.308348382048917
2015-11-09 14:50:00	3.5	0.38	3.5127040596396566
2015-11-09 15:50:00	3.9	0.36	3.9141559521699034
2015-11-09 16:50:00	3.4	0.34	3.4123410865070953
2015-11-09 17:50:00	4.1	0.41	4.114881898435026
2015-11-09 18:50:00	5.3	0.42	5.319237576025766
2015-11-09 19:50:00	5.2	0.4	5.218874602893204
2015-11-09 20:50:00	5.5	0.48	5.519963522290889
2015-11-09 21:50:00	5.4	0.52	5.419600549158328
2015-11-09 22:50:00	4.8	0.5	4.817422710362957
2015-11-09 23:50:00	4.6	0.48	4.616696764097834
2015-11-10 00:50:00	3.5	0.49	3.5127040596396566
2015-11-10 01:50:00	2.4	0.48	2.4087113551814787
2015-11-10 02:50:00	0.7	0.43	0.7025408119279314
2015-11-10 03:50:00	1.2	0.41	1.2043556775907394
2015-11-10 04:50:00	2.3	0.43	2.308348382048917
2015-11-10 05:50:00	3.5	0.41	3.5127040596396566
2015-11-10 06:50:00	5.2	0.39	5.218874602893204
2015-11-10 07:50:00	6.0	0.43	6.021778387953698
2015-11-10 08:50:00	5.6	0.49	5.620326495423451
2015-11-10 09:50:00	5.9	0.54	5.921415414821136
2015-11-10 10:50:00	6.5	0.65	6.5235932536165055
2015-11-10 11:50:00	5.5	0.71	5.519963522290889
2015-11-10 12:50:00	9.2	0.8	9.233393528195668
2015-11-10 13:50:00	9.5	0.99	9.534482447593355
2015-11-10 14:50:00	9.8	1.08	9.83557136699104
2015-11-10 15:50:00	8.7	1.24	8.731578662532861
2015-11-10 16:50:00	10.7	1.33	10.738838125184092
2015-11-10 17:50:00	11.2	1.51	11.240652990846902
2015-11-10 18:50:00	11.0	1.79	11.039927044581779
2015-11-10 19:50:00	11.3	1.84	11.341015963979464
2015-11-10 20:50:00	12.3	1.98	12.344645695305081
2015-11-10 21:50:00	12.2	2.11	12.244282722172517
2015-11-10 22:50:00	12.8	2.36	12.84646056096789
2015-11-10 23:50:00	12.7	2.57	12.746097587835326
2015-11-11 00:50:00	13.5	2.66	13.54900137289582
2015-11-11 01:50:00	12.3	3.1	12.344645695305081
2015-11-11 02:50:00	13.3	2.93	13.348275426630696
2015-11-11 03:50:00	13.8	3.38	13.850090292293505
2015-11-11 04:50:00	13.6	3.51	13.649364346028381
2015-11-11 05:50:00	14.1	3.48	14.15117921169119
2015-11-11 06:50:00	14.4	3.25	14.452268131088875
2015-11-11 07:50:00	14.2	3.34	14.25154218482375
2015-11-11 08:50:00	14.8	3.35	14.85372002361912
2015-11-11 09:50:00	14.9	3.21	14.954082996751682
2015-11-11 10:50:00	13.2	3.19	13.247912453498133
2015-11-11 11:50:00	14.6	3.32	14.652994077353997
2015-11-11 12:50:00	14.6	3.44	14.652994077353997
2015-11-11 13:50:00	12.7	2.68	12.746097587835326
2015-11-11 14:50:00	12.7	2.94	12.746097587835326
2015-11-11 15:50:00	11.9	2.62	11.943193802774834
2015-11-11 16:50:00	12.4	2.37	12.44500866843764
2015-11-11 17:50:00	12.3	2.27	12.344645695305081
2015-11-11 18:50:00	11.8	2.31	11.842830829642272
2015-11-11 19:50:00	11.3	2.26	11.341015963979464
2015-11-11 20:50:00	10.3	2.07	10.337386232653849
2015-11-11 21:50:00	9.4	2.03	9.434119474460793
2015-11-11 22:50:00	8.0	1.87	8.02903785060493
2015-11-11 23:50:00	8.9	1.64	8.932304608797985
2015-11-12 00:50:00	8.7	1.72	8.731578662532861
2015-11-12 01:50:00	7.8	1.64	7.828311904339807
2015-11-12 02:50:00	6.9	1.54	6.925045146146752
2015-11-12 03:50:00	8.3	1.59	8.330126770002616
2015-11-12 04:50:00	8.4	1.59	8.430489743135176
2015-11-12 05:50:00	6.7	1.64	6.72431919988163
2015-11-12 06:50:00	5.6	1.6	5.620326495423451
2015-11-12 07:50:00	4.9	1.73	4.91778568349552
2015-11-12 08:50:00	6.4	1.5	6.423230280483945
2015-11-12 09:50:00	4.8	1.77	4.817422710362957
2015-11-12 10:50:00	1.6	1.59	1.6058075701209862
2015-11-12 11:50:00	1.2	1.71	1.2043556775907394
2015-11-12 12:50:00	2.6	1.64	2.609437301446602
2015-11-12 13:50:00	1.7	1.62	1.7061705432535477
2015-11-12 14:50:00	0.5	1.32	0.5018148656628081
2015-11-12 15:50:00	2.4	1.38	2.4087113551814787
2015-11-12 16:50:00	3.5	1.37	3.5127040596396566
2015-11-12 17:50:00	7.8	1.4	7.828311904339807
2015-11-12 18:50:00	8.7	1.39	8.731578662532861
2015-11-12 19:50:00	8.7	1.46	8.731578662532861
2015-11-12 20:50:00	8.5	1.37	8.530852716267738
2015-11-12 21:50:00	8.0	1.43	8.02903785060493
2015-11-12 22:50:00	8.0	1.46	8.02903785060493
2015-11-12 23:50:00	7.5	1.49	7.527222984942123
2015-11-13 00:50:00	8.3	1.56	8.330126770002616
2015-11-13 01:50:00	8.1	1.54	8.129400823737491
2015-11-13 02:50:00	9.0	1.57	9.032667581930546
2015-11-13 03:50:00	8.7	1.57	8.731578662532861
2015-11-13 04:50:00	11.2	1.58	11.240652990846902
2015-11-13 05:50:00	11.9	1.8	11.943193802774834
2015-11-13 06:50:00	13.8	2.03	13.850090292293505
2015-11-13 07:50:00	12.4	2.29	12.44500866843764
2015-11-13 08:50:00	12.9	2.28	12.94682353410045
2015-11-13 09:50:00	13.5	2.37	13.54900137289582
2015-11-13 10:50:00	15.2	2.62	15.255171916149365
2015-11-13 11:50:00	14.9	2.77	14.954082996751682
2015-11-13 13:50:00	14.7	3.11	14.753357050486557
2015-11-13 14:50:00	14.4	3.13	14.452268131088875
2015-11-13 16:50:00	12.4	2.73	12.44500866843764
2015-11-13 19:50:00	13.1	2.61	13.147549480365571
2015-11-13 20:50:00	11.7	2.32	11.742467856509709
2015-11-13 21:50:00	13.2	2.42	13.247912453498133
2015-11-13 22:50:00	12.0	2.42	12.043556775907396
2015-11-13 23:50:00	13.8	2.43	13.850090292293505
2015-11-14 00:50:00	14.2	2.37	14.25154218482375
2015-11-14 01:50:00	14.9	2.76	14.954082996751682
2015-11-14 02:50:00	15.9	2.76	15.957712728077299
2015-11-14 03:50:00	15.3	2.8	15.355534889281929
2015-11-14 04:50:00	14.3	2.77	14.351905157956313
2015-11-14 05:50:00	14.1	2.9	14.15117921169119
2015-11-14 07:50:00	13.5	2.65	13.54900137289582
2015-11-14 08:50:00	14.1	2.76	14.15117921169119
2015-11-14 09:50:00	13.5	2.67	13.54900137289582
2015-11-14 11:50:00	12.7	2.43	12.746097587835326
2015-11-14 12:50:00	14.1	2.41	14.15117921169119
2015-11-14 13:50:00	12.8	2.42	12.84646056096789
2015-11-14 14:50:00	14.4	2.3	14.452268131088875
2015-11-14 16:50:00	12.5	1.99	12.545371641570203
2015-11-14 17:50:00	12.9	1.98	12.94682353410045
2015-11-14 18:50:00	11.7	2.06	11.742467856509709
2015-11-14 19:50:00	10.6	1.92	10.638475152051532
2015-11-14 20:50:00	11.5	1.82	11.541741910244587
2015-11-14 21:50:00	11.4	1.72	11.441378937112026
2015-11-14 22:50:00	10.5	1.55	10.53811217891897
2015-11-14 23:50:00	10.0	1.46	10.036297313256162
2015-11-15 00:50:00	9.1	1.44	9.133030555063108
2015-11-15 01:50:00	7.7	1.4	7.727948931207245
2015-11-15 02:50:00	9.1	1.26	9.133030555063108
2015-11-15 03:50:00	9.6	1.21	9.634845420725915
2015-11-15 04:50:00	9.2	1.1	9.233393528195668
